P_ProfileID,PortfolioID,PlanType
11458544,11458544-1,RRSP-REG
1145883,1145883-1,RRSP-REG
1145910,1145910-1,RRSP-REG
11459159,11459159-1,RRSP-REG
1145960,1145960-1,RRSP-REG
11459660,11459660-1,RRSP-REG
11459679,11459679-1,RRSP-REG
1146015,1146015-1,RRSP-REG
11460492,11460492-2,RRSP-REG
11460671,11460671-1,RRSP-REG
11460696,11460696-1,RRSP-REG
1146073,1146073-1,RRSP-REG
11461183,11461183-2,RRSP-REG
11461352,11461352-1,RRSP-REG
11461586,11461586-1,RRSP-REG
11461692,11461692-2,RRSP-REG
11461885,11461885-1,RRSP-REG
11461887,11461887-1,RRSP-REG
114619,114619-2,RRSP-REG
1146220,1146220-1,RRSP-REG
11462597,11462597-1,RRSP-REG
11462736,11462736-1,RRSP-REG
1146306,1146306-1,RRSP-REG
11463136,11463136-1,RRSP-REG
11463490,11463490-2,RRSP-REG
11464246,11464246-1,RRSP-REG
114643,114643-1,RRSP-REG
11464610,11464610-2,RRSP-REG
11465448,11465448-3,RRSP-REG
1146545,1146545-1,RRSP-REG
11465452,11465452-2,RRSP-REG
11466157,11466157-3,RRSP-REG
11466339,11466339-3,RRSP-REG
1146634,1146634-1,RRSP-REG
1146636,1146636-1,RRSP-REG
11466592,11466592-1,RRSP-REG
11466793,11466793-2,RRSP-REG
11467088,11467088-1,RRSP-REG
11467944,11467944-1,RRSP-REG
11468085,11468085-1,RRSP-REG
11468570,11468570-2,RRSP-REG
11469026,11469026-2,RRSP-REG
11469336,11469336-1,RRSP-REG
11469913,11469913-1,RRSP-REG
11471014,11471014-2,RRSP-REG
11471473,11471473-1,RRSP-REG
11471539,11471539-2,RRSP-REG
11471651,11471651-1,RRSP-REG
11471775,11471775-2,RRSP-REG
11471889,11471889-2,RRSP-REG
11472362,11472362-1,RRSP-REG
11473618,11473618-1,RRSP-REG
11473672,11473672-2,RRSP-REG
11473681,11473681-1,RRSP-REG
11474002,11474002-2,RRSP-REG
11474160,11474160-2,RRSP-REG
11474679,11474679-2,RRSP-REG
11475237,11475237-1,RRSP-REG
11475348,11475348-1,RRSP-REG
11475392,11475392-1,RRSP-REG
1147589,1147589-1,RRSP-REG
11476828,11476828-1,RRSP-REG
1147720,1147720-1,RRSP-REG
11477518,11477518-1,RRSP-REG
11477598,11477598-2,RRSP-REG
11477667,11477667-2,RRSP-REG
11478054,11478054-3,RRSP-REG
11478325,11478325-1,RRSP-REG
11478437,11478437-2,RRSP-REG
11478836,11478836-1,RRSP-REG
11478844,11478844-1,RRSP-REG
11479160,11479160-1,RRSP-REG
11479269,11479269-1,RRSP-REG
11479440,11479440-1,RRSP-REG
11480523,11480523-1,RRSP-REG
11480812,11480812-2,RRSP-REG
11481015,11481015-1,RRSP-REG
11481200,11481200-2,RRSP-REG
11481369,11481369-1,RRSP-REG
11481710,11481710-1,RRSP-REG
11482691,11482691-1,RRSP-REG
11482775,11482775-2,RRSP-REG
11482910,11482910-1,RRSP-REG
11483662,11483662-1,RRSP-REG
11484254,11484254-1,RRSP-REG
11484428,11484428-1,RRSP-REG
11484498,11484498-2,RRSP-REG
11485981,11485981-1,RRSP-REG
11486052,11486052-1,RRSP-REG
11486103,11486103-2,RRSP-REG
11486232,11486232-1,RRSP-REG
11486555,11486555-1,RRSP-REG
11486956,11486956-3,RRSP-REG
11487206,11487206-1,RRSP-REG
11487693,11487693-2,RRSP-REG
11488243,11488243-1,RRSP-REG
11488627,11488627-1,RRSP-REG
11488881,11488881-2,RRSP-REG
11489659,11489659-1,RRSP-REG
11489791,11489791-2,RRSP-REG
11490705,11490705-2,RRSP-REG
11490741,11490741-1,RRSP-REG
1149114,1149114-2,RRSP-REG
11491212,11491212-2,RRSP-REG
11492041,11492041-2,RRSP-REG
11492382,11492382-2,RRSP-REG
1149263,1149263-1,RRSP-REG
11493181,11493181-1,RRSP-REG
11493267,11493267-1,RRSP-REG
11493339,11493339-2,RRSP-REG
11493572,11493572-2,RRSP-REG
11493654,11493654-1,RRSP-REG
11493748,11493748-1,RRSP-REG
11494151,11494151-1,RRSP-REG
11494154,11494154-2,RRSP-REG
11494347,11494347-1,RRSP-REG
11494598,11494598-1,RRSP-REG
1149464,1149464-2,RRSP-REG
11494757,11494757-1,RRSP-REG
11494918,11494918-1,RRSP-REG
11495023,11495023-2,RRSP-REG
11495253,11495253-1,RRSP-REG
11495539,11495539-1,RRSP-REG
11496536,11496536-1,RRSP-REG
11496550,11496550-1,RRSP-REG
11496688,11496688-2,RRSP-REG
11496885,11496885-1,RRSP-REG
11497373,11497373-1,RRSP-REG
11497619,11497619-3,RRSP-REG
11497657,11497657-1,RRSP-REG
11497660,11497660-1,RRSP-REG
11497729,11497729-1,RRSP-REG
11497973,11497973-1,RRSP-REG
11498004,11498004-1,RRSP-REG
11498506,11498506-1,RRSP-REG
11498641,11498641-1,RRSP-REG
11498671,11498671-2,RRSP-REG
11499288,11499288-1,RRSP-REG
11499357,11499357-1,RRSP-REG
11499367,11499367-1,RRSP-REG
11499871,11499871-1,RRSP-REG
11500656,11500656-2,RRSP-REG
11500682,11500682-2,RRSP-REG
11500835,11500835-1,RRSP-REG
11501474,11501474-2,RRSP-REG
11501571,11501571-2,RRSP-REG
11502615,11502615-1,RRSP-REG
11502792,11502792-2,RRSP-REG
11502962,11502962-1,RRSP-REG
11503197,11503197-2,RRSP-REG
11503435,11503435-1,RRSP-REG
11503683,11503683-2,RRSP-REG
11503933,11503933-1,RRSP-REG
11503935,11503935-3,RRSP-REG
11504170,11504170-1,RRSP-REG
11504212,11504212-2,RRSP-REG
11504353,11504353-1,RRSP-REG
11504748,11504748-1,RRSP-REG
11505569,11505569-1,RRSP-REG
1150558,1150558-1,RRSP-REG
11505912,11505912-2,RRSP-REG
11507108,11507108-1,RRSP-REG
11507172,11507172-1,RRSP-REG
11508052,11508052-2,RRSP-REG
11508070,11508070-2,RRSP-REG
11508671,11508671-2,RRSP-REG
11508678,11508678-2,RRSP-REG
11509284,11509284-2,RRSP-REG
11509717,11509717-1,RRSP-REG
11509803,11509803-1,RRSP-REG
11511759,11511759-1,RRSP-REG
11512358,11512358-1,RRSP-REG
11512667,11512667-1,RRSP-REG
11512763,11512763-1,RRSP-REG
11513225,11513225-1,RRSP-REG
1151339,1151339-2,RRSP-REG
11513690,11513690-1,RRSP-REG
11515044,11515044-1,RRSP-REG
11515883,11515883-1,RRSP-REG
11516029,11516029-1,RRSP-REG
11516465,11516465-2,RRSP-REG
11516468,11516468-2,RRSP-REG
11516580,11516580-2,RRSP-REG
11517363,11517363-2,RRSP-REG
11517770,11517770-1,RRSP-REG
11517821,11517821-1,RRSP-REG
11517847,11517847-3,RRSP-REG
11518415,11518415-2,RRSP-REG
11518500,11518500-2,RRSP-REG
11518641,11518641-1,RRSP-REG
11519137,11519137-1,RRSP-REG
11519189,11519189-1,RRSP-REG
11519287,11519287-2,RRSP-REG
11519675,11519675-2,RRSP-REG
11520103,11520103-2,RRSP-REG
11520537,11520537-2,RRSP-REG
11520759,11520759-1,RRSP-REG
11520875,11520875-1,RRSP-REG
11520886,11520886-1,RRSP-REG
11521652,11521652-1,RRSP-REG
11521683,11521683-1,RRSP-REG
11521722,11521722-2,RRSP-REG
11522372,11522372-1,RRSP-REG
11522572,11522572-1,RRSP-REG
1152333,1152333-1,RRSP-REG
11523902,11523902-1,RRSP-REG
11523988,11523988-1,RRSP-REG
11524021,11524021-2,RRSP-REG
11525042,11525042-1,RRSP-REG
11525460,11525460-2,RRSP-REG
11526057,11526057-1,RRSP-REG
11526645,11526645-1,RRSP-REG
11526721,11526721-1,RRSP-REG
11526721,11526721-2,RRSP-REG
11526885,11526885-2,RRSP-REG
11527336,11527336-2,RRSP-REG
11527367,11527367-2,RRSP-REG
11527373,11527373-3,RRSP-REG
11527534,11527534-2,RRSP-REG
11528085,11528085-1,RRSP-REG
11528593,11528593-1,RRSP-REG
11529055,11529055-1,RRSP-REG
11529095,11529095-2,RRSP-REG
11529538,11529538-1,RRSP-REG
11529811,11529811-2,RRSP-REG
11530327,11530327-2,RRSP-REG
11530341,11530341-1,RRSP-REG
11530773,11530773-1,RRSP-REG
11530838,11530838-1,RRSP-REG
11530860,11530860-1,RRSP-REG
11530946,11530946-1,RRSP-REG
11531017,11531017-2,RRSP-REG
11531385,11531385-2,RRSP-REG
11531544,11531544-1,RRSP-REG
11531720,11531720-2,RRSP-REG
11532317,11532317-3,RRSP-REG
11532683,11532683-1,RRSP-REG
11533129,11533129-1,RRSP-REG
11533866,11533866-1,RRSP-REG
1153402,1153402-1,RRSP-REG
1153509,1153509-3,RRSP-REG
11535740,11535740-2,RRSP-REG
11536070,11536070-1,RRSP-REG
11536153,11536153-2,RRSP-REG
11536658,11536658-1,RRSP-REG
11536826,11536826-1,RRSP-REG
1153698,1153698-1,RRSP-REG
1153698,1153698-2,RRSP-REG
1153728,1153728-2,RRSP-REG
1153745,1153745-1,RRSP-REG
11537726,11537726-1,RRSP-REG
1153773,1153773-1,RRSP-REG
11537918,11537918-2,RRSP-REG
11538308,11538308-2,RRSP-REG
11538420,11538420-2,RRSP-REG
11539451,11539451-3,RRSP-REG
11539958,11539958-1,RRSP-REG
11539973,11539973-1,RRSP-REG
11540052,11540052-2,RRSP-REG
11540138,11540138-2,RRSP-REG
11540272,11540272-1,RRSP-REG
1154071,1154071-1,RRSP-REG
11541022,11541022-2,RRSP-REG
1154116,1154116-1,RRSP-REG
115439,115439-1,RRSP-REG
115450,115450-1,RRSP-REG
1154706,1154706-1,RRSP-REG
1154720,1154720-1,RRSP-REG
1154821,1154821-1,RRSP-REG
1154982,1154982-1,RRSP-REG
11549847,11549847-3,RRSP-REG
1155026,1155026-1,RRSP-REG
11550264,11550264-2,RRSP-REG
1155029,1155029-1,RRSP-REG
11550580,11550580-1,RRSP-REG
11550683,11550683-1,RRSP-REG
11550701,11550701-2,RRSP-REG
11550713,11550713-1,RRSP-REG
11550741,11550741-4,RRSP-REG
1155146,1155146-1,RRSP-REG
11551557,11551557-3,RRSP-REG
115520,115520-1,RRSP-REG
11552276,11552276-2,RRSP-REG
11552288,11552288-1,RRSP-REG
11552532,11552532-3,RRSP-REG
11552553,11552553-1,RRSP-REG
1155286,1155286-1,RRSP-REG
11553300,11553300-2,RRSP-REG
11553482,11553482-2,RRSP-REG
11553491,11553491-1,RRSP-REG
11553863,11553863-1,RRSP-REG
11554252,11554252-1,RRSP-REG
11554433,11554433-2,RRSP-REG
11554770,11554770-3,RRSP-REG
11554845,11554845-2,RRSP-REG
1155551,1155551-1,RRSP-REG
11555516,11555516-2,RRSP-REG
1155555,1155555-1,RRSP-REG
1155561,1155561-1,RRSP-REG
11555625,11555625-2,RRSP-REG
11555835,11555835-1,RRSP-REG
11556043,11556043-1,RRSP-REG
11556513,11556513-2,RRSP-REG
1155656,1155656-2,RRSP-REG
11556599,11556599-1,RRSP-REG
11556729,11556729-2,RRSP-REG
11557090,11557090-2,RRSP-REG
11557423,11557423-1,RRSP-REG
11558231,11558231-1,RRSP-REG
11558268,11558268-4,RRSP-REG
11558417,11558417-1,RRSP-REG
11558958,11558958-1,RRSP-REG
1155943,1155943-1,RRSP-REG
1155949,1155949-1,RRSP-REG
11559514,11559514-2,RRSP-REG
11560171,11560171-2,RRSP-REG
11560210,11560210-1,RRSP-REG
11560670,11560670-2,RRSP-REG
11561107,11561107-1,RRSP-REG
11561111,11561111-1,RRSP-REG
1156119,1156119-1,RRSP-REG
11561231,11561231-2,RRSP-REG
11561432,11561432-1,RRSP-REG
11561483,11561483-1,RRSP-REG
1156152,1156152-1,RRSP-REG
1156202,1156202-1,RRSP-REG
1156215,1156215-1,RRSP-REG
1156217,1156217-1,RRSP-REG
1156218,1156218-2,RRSP-REG
1156223,1156223-1,RRSP-REG
11562524,11562524-2,RRSP-REG
11562681,11562681-1,RRSP-REG
1156305,1156305-1,RRSP-REG
11563137,11563137-2,RRSP-REG
11563226,11563226-1,RRSP-REG
1156344,1156344-2,RRSP-REG
1156371,1156371-1,RRSP-REG
1156379,1156379-1,RRSP-REG
11564219,11564219-1,RRSP-REG
11564321,11564321-1,RRSP-REG
11565541,11565541-2,RRSP-REG
11565649,11565649-1,RRSP-REG
1156615,1156615-4,RRSP-REG
11566376,11566376-1,RRSP-REG
11566755,11566755-3,RRSP-REG
1156676,1156676-1,RRSP-REG
11567012,11567012-2,RRSP-REG
11567033,11567033-1,RRSP-REG
11567319,11567319-2,RRSP-REG
1156790,1156790-1,RRSP-REG
11567935,11567935-1,RRSP-REG
11567996,11567996-2,RRSP-REG
11568231,11568231-1,RRSP-REG
1156835,1156835-3,RRSP-REG
1156923,1156923-2,RRSP-REG
11569448,11569448-2,RRSP-REG
11569978,11569978-1,RRSP-REG
11570237,11570237-2,RRSP-REG
11570334,11570334-1,RRSP-REG
11570414,11570414-1,RRSP-REG
1157044,1157044-1,RRSP-REG
11570452,11570452-3,RRSP-REG
1157100,1157100-1,RRSP-REG
11571344,11571344-1,RRSP-REG
11571864,11571864-1,RRSP-REG
1157261,1157261-1,RRSP-REG
11572840,11572840-2,RRSP-REG
11572849,11572849-2,RRSP-REG
11573162,11573162-2,RRSP-REG
11573291,11573291-2,RRSP-REG
1157330,1157330-1,RRSP-REG
1157376,1157376-1,RRSP-REG
11574013,11574013-1,RRSP-REG
11574053,11574053-2,RRSP-REG
11574603,11574603-1,RRSP-REG
11574937,11574937-2,RRSP-REG
11575177,11575177-2,RRSP-REG
11575314,11575314-2,RRSP-REG
11575654,11575654-1,RRSP-REG
11575665,11575665-3,RRSP-REG
11575838,11575838-1,RRSP-REG
1157597,1157597-1,RRSP-REG
11576075,11576075-1,RRSP-REG
11576219,11576219-2,RRSP-REG
11576509,11576509-2,RRSP-REG
1157695,1157695-1,RRSP-REG
1157728,1157728-1,RRSP-REG
11577434,11577434-2,RRSP-REG
1157801,1157801-1,RRSP-REG
11578673,11578673-2,RRSP-REG
11578706,11578706-2,RRSP-REG
11579228,11579228-1,RRSP-REG
11579434,11579434-1,RRSP-REG
11579845,11579845-1,RRSP-REG
1158017,1158017-1,RRSP-REG
11580804,11580804-1,RRSP-REG
11580935,11580935-2,RRSP-REG
11580958,11580958-2,RRSP-REG
11581111,11581111-2,RRSP-REG
11581279,11581279-2,RRSP-REG
11581674,11581674-1,RRSP-REG
11581840,11581840-2,RRSP-REG
11582048,11582048-1,RRSP-REG
11582193,11582193-1,RRSP-REG
11582512,11582512-3,RRSP-REG
11582789,11582789-1,RRSP-REG
1158326,1158326-1,RRSP-REG
11583646,11583646-2,RRSP-REG
11583984,11583984-2,RRSP-REG
1158541,1158541-1,RRSP-REG
11585631,11585631-2,RRSP-REG
1158577,1158577-1,RRSP-REG
11585917,11585917-1,RRSP-REG
11586228,11586228-1,RRSP-REG
11586542,11586542-1,RRSP-REG
11587105,11587105-2,RRSP-REG
11587119,11587119-2,RRSP-REG
11587710,11587710-2,RRSP-REG
11587983,11587983-1,RRSP-REG
1158803,1158803-1,RRSP-REG
11588038,11588038-1,RRSP-REG
1158806,1158806-1,RRSP-REG
11588156,11588156-2,RRSP-REG
11588325,11588325-1,RRSP-REG
11588531,11588531-2,RRSP-REG
11588734,11588734-1,RRSP-REG
11588773,11588773-1,RRSP-REG
115888,115888-1,RRSP-REG
11589029,11589029-1,RRSP-REG
11589211,11589211-1,RRSP-REG
11589237,11589237-1,RRSP-REG
11590155,11590155-1,RRSP-REG
11590267,11590267-2,RRSP-REG
11591010,11591010-1,RRSP-REG
11591393,11591393-2,RRSP-REG
11591699,11591699-1,RRSP-REG
11592204,11592204-2,RRSP-REG
11592569,11592569-2,RRSP-REG
1159258,1159258-1,RRSP-REG
11592743,11592743-2,RRSP-REG
11593355,11593355-2,RRSP-REG
11593360,11593360-2,RRSP-REG
11593477,11593477-2,RRSP-REG
11594646,11594646-2,RRSP-REG
11594738,11594738-1,RRSP-REG
11595480,11595480-1,RRSP-REG
1159552,1159552-1,RRSP-REG
115960,115960-1,RRSP-REG
11596583,11596583-2,RRSP-REG
11597361,11597361-2,RRSP-REG
11597383,11597383-1,RRSP-REG
11597408,11597408-2,RRSP-REG
11597566,11597566-1,RRSP-REG
11597660,11597660-2,RRSP-REG
1159783,1159783-1,RRSP-REG
1159834,1159834-1,RRSP-REG
11598569,11598569-1,RRSP-REG
11599543,11599543-1,RRSP-REG
11599634,11599634-2,RRSP-REG
11600533,11600533-1,RRSP-REG
11600583,11600583-2,RRSP-REG
11600872,11600872-1,RRSP-REG
11601360,11601360-2,RRSP-REG
11601565,11601565-2,RRSP-REG
11601710,11601710-1,RRSP-REG
11601982,11601982-1,RRSP-REG
11602028,11602028-2,RRSP-REG
116023,116023-3,RRSP-REG
116023,116023-1,RRSP-REG
116023,116023-2,RRSP-REG
11602382,11602382-2,RRSP-REG
11602436,11602436-1,RRSP-REG
11602463,11602463-2,RRSP-REG
11602678,11602678-1,RRSP-REG
1160269,1160269-1,RRSP-REG
11602731,11602731-2,RRSP-REG
1160295,1160295-1,RRSP-REG
11603337,11603337-1,RRSP-REG
11603938,11603938-1,RRSP-REG
11604054,11604054-2,RRSP-REG
1160442,1160442-2,RRSP-REG
11604461,11604461-1,RRSP-REG
11604656,11604656-1,RRSP-REG
11604776,11604776-2,RRSP-REG
1160505,1160505-2,RRSP-REG
11605553,11605553-2,RRSP-REG
11605714,11605714-2,RRSP-REG
11606069,11606069-2,RRSP-REG
11606175,11606175-1,RRSP-REG
11606336,11606336-1,RRSP-REG
11606601,11606601-1,RRSP-REG
11606649,11606649-2,RRSP-REG
1160665,1160665-1,RRSP-REG
1160672,1160672-1,RRSP-REG
11606768,11606768-1,RRSP-REG
11606903,11606903-1,RRSP-REG
11606915,11606915-2,RRSP-REG
11607,11607-1,RRSP-REG
11607318,11607318-1,RRSP-REG
11607630,11607630-1,RRSP-REG
11607748,11607748-2,RRSP-REG
11608232,11608232-1,RRSP-REG
11608712,11608712-2,RRSP-REG
11609141,11609141-2,RRSP-REG
11609659,11609659-2,RRSP-REG
11610345,11610345-2,RRSP-REG
11610379,11610379-1,RRSP-REG
11610741,11610741-1,RRSP-REG
11611135,11611135-1,RRSP-REG
1161161,1161161-2,RRSP-REG
11611647,11611647-1,RRSP-REG
11611780,11611780-1,RRSP-REG
11611807,11611807-1,RRSP-REG
11613005,11613005-2,RRSP-REG
11613331,11613331-1,RRSP-REG
11613880,11613880-1,RRSP-REG
11613902,11613902-1,RRSP-REG
11614270,11614270-2,RRSP-REG
116145,116145-2,RRSP-REG
11614859,11614859-1,RRSP-REG
11615311,11615311-1,RRSP-REG
11615643,11615643-2,RRSP-REG
11615716,11615716-2,RRSP-REG
11615960,11615960-2,RRSP-REG
11616314,11616314-1,RRSP-REG
11616717,11616717-2,RRSP-REG
11617099,11617099-1,RRSP-REG
11617404,11617404-2,RRSP-REG
11617534,11617534-1,RRSP-REG
11617752,11617752-1,RRSP-REG
11618150,11618150-2,RRSP-REG
11618518,11618518-1,RRSP-REG
11618555,11618555-2,RRSP-REG
11618912,11618912-1,RRSP-REG
11619299,11619299-2,RRSP-REG
11619649,11619649-1,RRSP-REG
11619709,11619709-1,RRSP-REG
11619740,11619740-1,RRSP-REG
11620350,11620350-1,RRSP-REG
11620935,11620935-1,RRSP-REG
11621099,11621099-1,RRSP-REG
11621739,11621739-2,RRSP-REG
11621811,11621811-2,RRSP-REG
11621843,11621843-2,RRSP-REG
11621903,11621903-2,RRSP-REG
11621996,11621996-1,RRSP-REG
11622459,11622459-1,RRSP-REG
11622604,11622604-2,RRSP-REG
11622646,11622646-3,RRSP-REG
11623245,11623245-1,RRSP-REG
11624021,11624021-2,RRSP-REG
11624113,11624113-1,RRSP-REG
116247,116247-2,RRSP-REG
11624937,11624937-1,RRSP-REG
11624968,11624968-1,RRSP-REG
11624970,11624970-2,RRSP-REG
11625190,11625190-1,RRSP-REG
11625217,11625217-1,RRSP-REG
11625248,11625248-2,RRSP-REG
11625867,11625867-1,RRSP-REG
11625872,11625872-2,RRSP-REG
11625890,11625890-1,RRSP-REG
11626208,11626208-2,RRSP-REG
11626434,11626434-1,RRSP-REG
11626438,11626438-1,RRSP-REG
11626629,11626629-1,RRSP-REG
11626658,11626658-1,RRSP-REG
11628232,11628232-1,RRSP-REG
11628660,11628660-1,RRSP-REG
11628730,11628730-1,RRSP-REG
11629045,11629045-2,RRSP-REG
11629171,11629171-1,RRSP-REG
11629360,11629360-2,RRSP-REG
11629546,11629546-1,RRSP-REG
11630527,11630527-1,RRSP-REG
11632,11632-1,RRSP-REG
11632003,11632003-1,RRSP-REG
11632228,11632228-1,RRSP-REG
11632459,11632459-4,RRSP-REG
11633252,11633252-2,RRSP-REG
11633808,11633808-1,RRSP-REG
11634191,11634191-3,RRSP-REG
11634738,11634738-2,RRSP-REG
11634954,11634954-2,RRSP-REG
11634965,11634965-1,RRSP-REG
11636096,11636096-2,RRSP-REG
11636112,11636112-1,RRSP-REG
11636640,11636640-1,RRSP-REG
11637492,11637492-3,RRSP-REG
11638133,11638133-1,RRSP-REG
11638168,11638168-1,RRSP-REG
11638367,11638367-2,RRSP-REG
11638866,11638866-1,RRSP-REG
11639108,11639108-2,RRSP-REG
11639353,11639353-1,RRSP-REG
11641532,11641532-2,RRSP-REG
11641767,11641767-1,RRSP-REG
11641969,11641969-3,RRSP-REG
11642336,11642336-1,RRSP-REG
11642349,11642349-1,RRSP-REG
11642628,11642628-2,RRSP-REG
11642758,11642758-1,RRSP-REG
11643522,11643522-2,RRSP-REG
11643802,11643802-1,RRSP-REG
11643806,11643806-1,RRSP-REG
11644178,11644178-2,RRSP-REG
11644231,11644231-2,RRSP-REG
1164891,1164891-1,RRSP-REG
11650857,11650857-2,RRSP-REG
11651360,11651360-1,RRSP-REG
11651460,11651460-2,RRSP-REG
11651673,11651673-1,RRSP-REG
11651899,11651899-3,RRSP-REG
11651949,11651949-2,RRSP-REG
11652387,11652387-2,RRSP-REG
11652427,11652427-2,RRSP-REG
11652982,11652982-1,RRSP-REG
11653013,11653013-1,RRSP-REG
11653457,11653457-1,RRSP-REG
11653760,11653760-2,RRSP-REG
11654780,11654780-1,RRSP-REG
11655053,11655053-1,RRSP-REG
11656008,11656008-1,RRSP-REG
11656183,11656183-1,RRSP-REG
11656209,11656209-1,RRSP-REG
11657539,11657539-2,RRSP-REG
11657934,11657934-1,RRSP-REG
11658009,11658009-1,RRSP-REG
11658064,11658064-1,RRSP-REG
11658601,11658601-1,RRSP-REG
11658857,11658857-1,RRSP-REG
11659068,11659068-1,RRSP-REG
11659650,11659650-2,RRSP-REG
11660409,11660409-3,RRSP-REG
11660814,11660814-2,RRSP-REG
11661549,11661549-2,RRSP-REG
11661885,11661885-1,RRSP-REG
11661987,11661987-1,RRSP-REG
11662093,11662093-1,RRSP-REG
11662112,11662112-1,RRSP-REG
11662307,11662307-3,RRSP-REG
11662360,11662360-1,RRSP-REG
11662852,11662852-1,RRSP-REG
11663511,11663511-2,RRSP-REG
11663754,11663754-3,RRSP-REG
11663966,11663966-2,RRSP-REG
11665796,11665796-1,RRSP-REG
11666207,11666207-1,RRSP-REG
11666550,11666550-1,RRSP-REG
11667072,11667072-1,RRSP-REG
11667121,11667121-1,RRSP-REG
11668069,11668069-1,RRSP-REG
11669111,11669111-3,RRSP-REG
11670292,11670292-1,RRSP-REG
11670456,11670456-1,RRSP-REG
11670458,11670458-1,RRSP-REG
11670596,11670596-1,RRSP-REG
11670982,11670982-1,RRSP-REG
11671452,11671452-1,RRSP-REG
11671472,11671472-2,RRSP-REG
11671750,11671750-1,RRSP-REG
11672954,11672954-1,RRSP-REG
11673539,11673539-2,RRSP-REG
11673981,11673981-1,RRSP-REG
11674872,11674872-2,RRSP-REG
11674967,11674967-2,RRSP-REG
11675195,11675195-1,RRSP-REG
11675326,11675326-1,RRSP-REG
11675405,11675405-1,RRSP-REG
11675420,11675420-1,RRSP-REG
11675481,11675481-1,RRSP-REG
11675483,11675483-1,RRSP-REG
11675765,11675765-1,RRSP-REG
11676822,11676822-3,RRSP-REG
11677685,11677685-1,RRSP-REG
11678116,11678116-2,RRSP-REG
11678724,11678724-1,RRSP-REG
11679166,11679166-1,RRSP-REG
11679453,11679453-2,RRSP-REG
11681311,11681311-2,RRSP-REG
11681918,11681918-1,RRSP-REG
11682234,11682234-1,RRSP-REG
11682296,11682296-1,RRSP-REG
11682334,11682334-1,RRSP-REG
11682368,11682368-2,RRSP-REG
11682658,11682658-1,RRSP-REG
11682916,11682916-2,RRSP-REG
11682975,11682975-3,RRSP-REG
11682983,11682983-2,RRSP-REG
11684798,11684798-3,RRSP-REG
11684915,11684915-2,RRSP-REG
11685278,11685278-3,RRSP-REG
11685596,11685596-2,RRSP-REG
11685859,11685859-1,RRSP-REG
11685865,11685865-1,RRSP-REG
11685921,11685921-1,RRSP-REG
11686361,11686361-3,RRSP-REG
11687080,11687080-1,RRSP-REG
11687215,11687215-2,RRSP-REG
11687485,11687485-1,RRSP-REG
11687555,11687555-1,RRSP-REG
11688081,11688081-2,RRSP-REG
11688614,11688614-1,RRSP-REG
11688745,11688745-2,RRSP-REG
11688789,11688789-1,RRSP-REG
11688995,11688995-2,RRSP-REG
11689393,11689393-2,RRSP-REG
11689492,11689492-2,RRSP-REG
11689927,11689927-1,RRSP-REG
11689929,11689929-1,RRSP-REG
11690397,11690397-1,RRSP-REG
11690402,11690402-1,RRSP-REG
11690578,11690578-1,RRSP-REG
11690799,11690799-2,RRSP-REG
11690868,11690868-1,RRSP-REG
11691179,11691179-2,RRSP-REG
11691370,11691370-2,RRSP-REG
11691951,11691951-1,RRSP-REG
11692194,11692194-2,RRSP-REG
11692483,11692483-2,RRSP-REG
11692574,11692574-2,RRSP-REG
11693621,11693621-2,RRSP-REG
11693976,11693976-1,RRSP-REG
11694579,11694579-1,RRSP-REG
11695167,11695167-1,RRSP-REG
11695609,11695609-1,RRSP-REG
11695792,11695792-2,RRSP-REG
11695887,11695887-1,RRSP-REG
11695931,11695931-2,RRSP-REG
11696045,11696045-2,RRSP-REG
11696310,11696310-1,RRSP-REG
11696588,11696588-2,RRSP-REG
11696747,11696747-2,RRSP-REG
11697025,11697025-2,RRSP-REG
11697075,11697075-2,RRSP-REG
11697355,11697355-1,RRSP-REG
11697564,11697564-1,RRSP-REG
11697611,11697611-1,RRSP-REG
11699248,11699248-1,RRSP-REG
11699691,11699691-3,RRSP-REG
11699756,11699756-2,RRSP-REG
11699950,11699950-1,RRSP-REG
11699953,11699953-2,RRSP-REG
11700815,11700815-1,RRSP-REG
11701133,11701133-1,RRSP-REG
11701586,11701586-3,RRSP-REG
11701667,11701667-1,RRSP-REG
11703407,11703407-1,RRSP-REG
11703936,11703936-1,RRSP-REG
11703975,11703975-1,RRSP-REG
11704033,11704033-2,RRSP-REG
11704458,11704458-2,RRSP-REG
11704748,11704748-1,RRSP-REG
11705053,11705053-1,RRSP-REG
11705140,11705140-1,RRSP-REG
11705278,11705278-2,RRSP-REG
11705606,11705606-3,RRSP-REG
11706274,11706274-1,RRSP-REG
11706561,11706561-1,RRSP-REG
11706754,11706754-2,RRSP-REG
11707220,11707220-1,RRSP-REG
11707495,11707495-2,RRSP-REG
11707957,11707957-1,RRSP-REG
11708089,11708089-3,RRSP-REG
11708185,11708185-1,RRSP-REG
11708303,11708303-1,RRSP-REG
11709181,11709181-2,RRSP-REG
11709199,11709199-1,RRSP-REG
11709209,11709209-1,RRSP-REG
11709346,11709346-2,RRSP-REG
117096,117096-1,RRSP-REG
11709863,11709863-2,RRSP-REG
11709903,11709903-1,RRSP-REG
11709908,11709908-2,RRSP-REG
11709938,11709938-2,RRSP-REG
11710686,11710686-1,RRSP-REG
11710717,11710717-2,RRSP-REG
11710774,11710774-1,RRSP-REG
