P_ProfileID,PortfolioID,PlanType
11175258,11175258-1,RRSP-REG
1117621,1117621-1,RRSP-REG
11176296,11176296-1,RRSP-REG
11176443,11176443-1,RRSP-REG
11176488,11176488-1,RRSP-REG
1117650,1117650-1,RRSP-REG
11176743,11176743-1,RRSP-REG
11176750,11176750-2,RRSP-REG
11176911,11176911-1,RRSP-REG
1117719,1117719-1,RRSP-REG
11177200,11177200-1,RRSP-REG
1117733,1117733-1,RRSP-REG
11177854,11177854-2,RRSP-REG
1117844,1117844-1,RRSP-REG
1117863,1117863-1,RRSP-REG
1118070,1118070-1,RRSP-REG
1118213,1118213-1,RRSP-REG
1118568,1118568-2,RRSP-REG
1118643,1118643-1,RRSP-REG
1118726,1118726-1,RRSP-REG
1118755,1118755-1,RRSP-REG
1118759,1118759-2,RRSP-REG
11187663,11187663-2,RRSP-REG
11187774,11187774-1,RRSP-REG
11188105,11188105-1,RRSP-REG
1118823,1118823-1,RRSP-REG
11188730,11188730-1,RRSP-REG
11188774,11188774-1,RRSP-REG
11189040,11189040-2,RRSP-REG
11189433,11189433-1,RRSP-REG
11189479,11189479-1,RRSP-REG
11189561,11189561-1,RRSP-REG
11189744,11189744-2,RRSP-REG
1119000,1119000-3,RRSP-REG
1119014,1119014-1,RRSP-REG
1119042,1119042-1,RRSP-REG
11190856,11190856-1,RRSP-REG
11191216,11191216-1,RRSP-REG
11191406,11191406-1,RRSP-REG
11191491,11191491-1,RRSP-REG
11191995,11191995-2,RRSP-REG
1119229,1119229-1,RRSP-REG
11192563,11192563-2,RRSP-REG
1119314,1119314-1,RRSP-REG
11194320,11194320-2,RRSP-REG
11194487,11194487-1,RRSP-REG
11194968,11194968-1,RRSP-REG
11195219,11195219-2,RRSP-REG
111954,111954-1,RRSP-REG
11195496,11195496-1,RRSP-REG
11195778,11195778-1,RRSP-REG
1119581,1119581-1,RRSP-REG
1119627,1119627-1,RRSP-REG
11196554,11196554-1,RRSP-REG
1119657,1119657-1,RRSP-REG
11197241,11197241-1,RRSP-REG
11197663,11197663-1,RRSP-REG
1119769,1119769-1,RRSP-REG
11197803,11197803-1,RRSP-REG
1119838,1119838-1,RRSP-REG
1119905,1119905-1,RRSP-REG
11199283,11199283-1,RRSP-REG
11199453,11199453-2,RRSP-REG
11199729,11199729-1,RRSP-REG
11199862,11199862-1,RRSP-REG
11200037,11200037-1,RRSP-REG
11200761,11200761-1,RRSP-REG
11200762,11200762-1,RRSP-REG
11201331,11201331-2,RRSP-REG
11201625,11201625-1,RRSP-REG
1120178,1120178-2,RRSP-REG
11202595,11202595-1,RRSP-REG
11202725,11202725-1,RRSP-REG
11203059,11203059-1,RRSP-REG
1120336,1120336-1,RRSP-REG
1120344,1120344-1,RRSP-REG
11203748,11203748-1,RRSP-REG
11203750,11203750-1,RRSP-REG
11203765,11203765-1,RRSP-REG
11203790,11203790-2,RRSP-REG
1120387,1120387-1,RRSP-REG
1120411,1120411-1,RRSP-REG
11204497,11204497-1,RRSP-REG
11204905,11204905-1,RRSP-REG
11205078,11205078-1,RRSP-REG
1120521,1120521-1,RRSP-REG
11205700,11205700-1,RRSP-REG
11205738,11205738-1,RRSP-REG
11206522,11206522-1,RRSP-REG
11206730,11206730-1,RRSP-REG
11207231,11207231-1,RRSP-REG
11207359,11207359-1,RRSP-REG
11207551,11207551-1,RRSP-REG
1120773,1120773-2,RRSP-REG
11208002,11208002-1,RRSP-REG
11208299,11208299-1,RRSP-REG
11208572,11208572-1,RRSP-REG
1120861,1120861-1,RRSP-REG
11208746,11208746-1,RRSP-REG
11208787,11208787-1,RRSP-REG
1120910,1120910-1,RRSP-REG
11209258,11209258-1,RRSP-REG
11209327,11209327-1,RRSP-REG
11209340,11209340-1,RRSP-REG
1120959,1120959-2,RRSP-REG
11210022,11210022-1,RRSP-REG
11210666,11210666-1,RRSP-REG
11210988,11210988-1,RRSP-REG
1121106,1121106-1,RRSP-REG
11211229,11211229-1,RRSP-REG
11211671,11211671-1,RRSP-REG
11211895,11211895-1,RRSP-REG
11211994,11211994-2,RRSP-REG
11212072,11212072-1,RRSP-REG
1121211,1121211-1,RRSP-REG
11213164,11213164-2,RRSP-REG
11213436,11213436-1,RRSP-REG
11213457,11213457-2,RRSP-REG
1121355,1121355-1,RRSP-REG
11213580,11213580-1,RRSP-REG
11214312,11214312-1,RRSP-REG
11214358,11214358-1,RRSP-REG
11214431,11214431-1,RRSP-REG
11214435,11214435-2,RRSP-REG
11214680,11214680-1,RRSP-REG
11215099,11215099-1,RRSP-REG
11215467,11215467-1,RRSP-REG
11215555,11215555-1,RRSP-REG
11216673,11216673-1,RRSP-REG
11216681,11216681-1,RRSP-REG
11216897,11216897-1,RRSP-REG
11217186,11217186-1,RRSP-REG
11219747,11219747-1,RRSP-REG
11219782,11219782-1,RRSP-REG
11220216,11220216-1,RRSP-REG
11220885,11220885-1,RRSP-REG
11221041,11221041-1,RRSP-REG
11221069,11221069-1,RRSP-REG
11221123,11221123-1,RRSP-REG
1122284,1122284-1,RRSP-REG
11223858,11223858-1,RRSP-REG
1122417,1122417-1,RRSP-REG
11224532,11224532-1,RRSP-REG
11224880,11224880-1,RRSP-REG
11225000,11225000-1,RRSP-REG
11225140,11225140-1,RRSP-REG
11225312,11225312-2,RRSP-REG
11226438,11226438-1,RRSP-REG
11226489,11226489-1,RRSP-REG
11226904,11226904-2,RRSP-REG
11227177,11227177-1,RRSP-REG
11227195,11227195-2,RRSP-REG
11227368,11227368-1,RRSP-REG
11227392,11227392-1,RRSP-REG
11227671,11227671-1,RRSP-REG
11228577,11228577-1,RRSP-REG
11228955,11228955-1,RRSP-REG
11228992,11228992-1,RRSP-REG
11229145,11229145-1,RRSP-REG
1122924,1122924-1,RRSP-REG
1122928,1122928-1,RRSP-REG
1122942,1122942-1,RRSP-REG
11229492,11229492-1,RRSP-REG
11229960,11229960-1,RRSP-REG
1123065,1123065-1,RRSP-REG
11231285,11231285-2,RRSP-REG
11231463,11231463-1,RRSP-REG
11231814,11231814-1,RRSP-REG
11231868,11231868-1,RRSP-REG
112321,112321-1,RRSP-REG
11233109,11233109-1,RRSP-REG
11234130,11234130-1,RRSP-REG
1123425,1123425-1,RRSP-REG
11234284,11234284-1,RRSP-REG
11234354,11234354-2,RRSP-REG
11234719,11234719-1,RRSP-REG
1123509,1123509-3,RRSP-REG
11235532,11235532-1,RRSP-REG
11235786,11235786-1,RRSP-REG
11235992,11235992-2,RRSP-REG
11236265,11236265-1,RRSP-REG
11236971,11236971-4,RRSP-REG
11237148,11237148-1,RRSP-REG
11238977,11238977-1,RRSP-REG
1123938,1123938-1,RRSP-REG
11239715,11239715-1,RRSP-REG
11239787,11239787-1,RRSP-REG
11240110,11240110-2,RRSP-REG
11240534,11240534-1,RRSP-REG
11240563,11240563-2,RRSP-REG
11241281,11241281-1,RRSP-REG
11241283,11241283-1,RRSP-REG
1124145,1124145-2,RRSP-REG
11241490,11241490-1,RRSP-REG
11242314,11242314-1,RRSP-REG
1124254,1124254-1,RRSP-REG
11243371,11243371-1,RRSP-REG
11243384,11243384-1,RRSP-REG
11244215,11244215-2,RRSP-REG
11245516,11245516-1,RRSP-REG
11246132,11246132-1,RRSP-REG
11247033,11247033-1,RRSP-REG
11247327,11247327-3,RRSP-REG
11247522,11247522-1,RRSP-REG
11247533,11247533-2,RRSP-REG
1124848,1124848-1,RRSP-REG
11248588,11248588-2,RRSP-REG
11249037,11249037-1,RRSP-REG
11249337,11249337-2,RRSP-REG
11249666,11249666-3,RRSP-REG
11249934,11249934-1,RRSP-REG
11249973,11249973-1,RRSP-REG
11250725,11250725-1,RRSP-REG
11251593,11251593-1,RRSP-REG
11251679,11251679-1,RRSP-REG
11251705,11251705-1,RRSP-REG
1125222,1125222-1,RRSP-REG
11252320,11252320-1,RRSP-REG
11252381,11252381-1,RRSP-REG
1125239,1125239-1,RRSP-REG
11252486,11252486-1,RRSP-REG
11253106,11253106-1,RRSP-REG
11253970,11253970-1,RRSP-REG
11254285,11254285-1,RRSP-REG
11254883,11254883-2,RRSP-REG
11255073,11255073-1,RRSP-REG
11255446,11255446-1,RRSP-REG
11255489,11255489-1,RRSP-REG
11256938,11256938-1,RRSP-REG
11257031,11257031-1,RRSP-REG
11257815,11257815-1,RRSP-REG
11258155,11258155-2,RRSP-REG
11258180,11258180-1,RRSP-REG
11258229,11258229-1,RRSP-REG
11258243,11258243-1,RRSP-REG
11258687,11258687-1,RRSP-REG
11259192,11259192-1,RRSP-REG
11260058,11260058-1,RRSP-REG
11260102,11260102-1,RRSP-REG
11260658,11260658-1,RRSP-REG
11261170,11261170-1,RRSP-REG
11261630,11261630-1,RRSP-REG
11262173,11262173-1,RRSP-REG
11262218,11262218-1,RRSP-REG
11262240,11262240-1,RRSP-REG
11262483,11262483-1,RRSP-REG
11262502,11262502-1,RRSP-REG
11262514,11262514-1,RRSP-REG
11262922,11262922-1,RRSP-REG
11263215,11263215-1,RRSP-REG
11263656,11263656-1,RRSP-REG
11263677,11263677-1,RRSP-REG
11263856,11263856-1,RRSP-REG
11263940,11263940-2,RRSP-REG
11264202,11264202-2,RRSP-REG
11264274,11264274-1,RRSP-REG
11264397,11264397-2,RRSP-REG
11264634,11264634-1,RRSP-REG
11265392,11265392-1,RRSP-REG
11265742,11265742-1,RRSP-REG
11265812,11265812-1,RRSP-REG
11265877,11265877-1,RRSP-REG
11266773,11266773-1,RRSP-REG
11267275,11267275-1,RRSP-REG
11267381,11267381-1,RRSP-REG
11268026,11268026-2,RRSP-REG
11268060,11268060-1,RRSP-REG
11268841,11268841-2,RRSP-REG
11268942,11268942-1,RRSP-REG
11268981,11268981-1,RRSP-REG
11269193,11269193-2,RRSP-REG
1126923,1126923-1,RRSP-REG
11269832,11269832-1,RRSP-REG
11269862,11269862-1,RRSP-REG
11270465,11270465-1,RRSP-REG
11271047,11271047-1,RRSP-REG
11271109,11271109-1,RRSP-REG
11272487,11272487-2,RRSP-REG
11272536,11272536-2,RRSP-REG
11272558,11272558-1,RRSP-REG
11272659,11272659-1,RRSP-REG
11272769,11272769-1,RRSP-REG
11273040,11273040-1,RRSP-REG
11273172,11273172-1,RRSP-REG
11273654,11273654-1,RRSP-REG
11274193,11274193-2,RRSP-REG
11274485,11274485-1,RRSP-REG
11275403,11275403-1,RRSP-REG
11275829,11275829-1,RRSP-REG
11275902,11275902-1,RRSP-REG
11275977,11275977-1,RRSP-REG
11276275,11276275-2,RRSP-REG
11276291,11276291-1,RRSP-REG
11276823,11276823-1,RRSP-REG
11277644,11277644-1,RRSP-REG
11277825,11277825-2,RRSP-REG
11278043,11278043-1,RRSP-REG
11278387,11278387-1,RRSP-REG
11279209,11279209-1,RRSP-REG
11279772,11279772-3,RRSP-REG
11280166,11280166-2,RRSP-REG
11280982,11280982-1,RRSP-REG
11281357,11281357-1,RRSP-REG
11281793,11281793-2,RRSP-REG
11281799,11281799-1,RRSP-REG
11282016,11282016-1,RRSP-REG
11282387,11282387-1,RRSP-REG
11282701,11282701-1,RRSP-REG
11282864,11282864-2,RRSP-REG
11282967,11282967-1,RRSP-REG
11283557,11283557-1,RRSP-REG
11283645,11283645-1,RRSP-REG
11284206,11284206-1,RRSP-REG
11285036,11285036-1,RRSP-REG
11285069,11285069-3,RRSP-REG
11285088,11285088-1,RRSP-REG
11285217,11285217-1,RRSP-REG
11285254,11285254-1,RRSP-REG
11285343,11285343-1,RRSP-REG
11286272,11286272-1,RRSP-REG
11286796,11286796-1,RRSP-REG
11287711,11287711-2,RRSP-REG
11287757,11287757-2,RRSP-REG
11288685,11288685-1,RRSP-REG
11288864,11288864-1,RRSP-REG
11288919,11288919-1,RRSP-REG
11288970,11288970-2,RRSP-REG
1128952,1128952-1,RRSP-REG
11289715,11289715-3,RRSP-REG
11289933,11289933-1,RRSP-REG
11290493,11290493-1,RRSP-REG
11290640,11290640-1,RRSP-REG
11290950,11290950-1,RRSP-REG
11291530,11291530-1,RRSP-REG
11291874,11291874-1,RRSP-REG
11292413,11292413-1,RRSP-REG
11293224,11293224-1,RRSP-REG
11293236,11293236-1,RRSP-REG
11294051,11294051-2,RRSP-REG
11294171,11294171-1,RRSP-REG
11294464,11294464-1,RRSP-REG
11294677,11294677-1,RRSP-REG
11294826,11294826-1,RRSP-REG
11295507,11295507-1,RRSP-REG
11296240,11296240-1,RRSP-REG
11296368,11296368-1,RRSP-REG
11296478,11296478-1,RRSP-REG
11296552,11296552-1,RRSP-REG
11296652,11296652-1,RRSP-REG
11296747,11296747-1,RRSP-REG
11297513,11297513-1,RRSP-REG
11297955,11297955-1,RRSP-REG
11298723,11298723-1,RRSP-REG
11299499,11299499-2,RRSP-REG
11300732,11300732-1,RRSP-REG
11300833,11300833-1,RRSP-REG
11301470,11301470-1,RRSP-REG
11301608,11301608-2,RRSP-REG
11301673,11301673-1,RRSP-REG
11301972,11301972-1,RRSP-REG
11301980,11301980-1,RRSP-REG
11303948,11303948-1,RRSP-REG
11304050,11304050-1,RRSP-REG
11304109,11304109-1,RRSP-REG
1130809,1130809-1,RRSP-REG
1130842,1130842-1,RRSP-REG
1130869,1130869-2,RRSP-REG
1131013,1131013-1,RRSP-REG
1131016,1131016-1,RRSP-REG
1131085,1131085-1,RRSP-REG
1131190,1131190-1,RRSP-REG
11312612,11312612-1,RRSP-REG
11313225,11313225-1,RRSP-REG
11313496,11313496-1,RRSP-REG
11313928,11313928-1,RRSP-REG
11314153,11314153-2,RRSP-REG
11314558,11314558-1,RRSP-REG
11314591,11314591-1,RRSP-REG
11314835,11314835-2,RRSP-REG
11314844,11314844-1,RRSP-REG
11315095,11315095-1,RRSP-REG
1131513,1131513-1,RRSP-REG
11315273,11315273-2,RRSP-REG
11315882,11315882-2,RRSP-REG
11316291,11316291-2,RRSP-REG
1131642,1131642-1,RRSP-REG
11317111,11317111-1,RRSP-REG
11317517,11317517-2,RRSP-REG
11318141,11318141-2,RRSP-REG
11318327,11318327-2,RRSP-REG
11318544,11318544-1,RRSP-REG
11318746,11318746-1,RRSP-REG
11319321,11319321-1,RRSP-REG
11319359,11319359-1,RRSP-REG
1131970,1131970-1,RRSP-REG
11319899,11319899-1,RRSP-REG
11320143,11320143-2,RRSP-REG
11320357,11320357-1,RRSP-REG
11320953,11320953-1,RRSP-REG
11321556,11321556-1,RRSP-REG
11322244,11322244-1,RRSP-REG
11322375,11322375-1,RRSP-REG
11322383,11322383-1,RRSP-REG
1132330,1132330-2,RRSP-REG
11323628,11323628-2,RRSP-REG
1132371,1132371-2,RRSP-REG
11323739,11323739-1,RRSP-REG
11323920,11323920-1,RRSP-REG
11324063,11324063-1,RRSP-REG
11324391,11324391-2,RRSP-REG
11324454,11324454-1,RRSP-REG
11325211,11325211-1,RRSP-REG
11325684,11325684-1,RRSP-REG
11326088,11326088-1,RRSP-REG
11326131,11326131-1,RRSP-REG
1132658,1132658-1,RRSP-REG
11326640,11326640-1,RRSP-REG
11326757,11326757-1,RRSP-REG
11326978,11326978-1,RRSP-REG
11327668,11327668-1,RRSP-REG
11327707,11327707-2,RRSP-REG
1132913,1132913-2,RRSP-REG
11329308,11329308-1,RRSP-REG
11329344,11329344-1,RRSP-REG
11329494,11329494-1,RRSP-REG
11329721,11329721-1,RRSP-REG
1133018,1133018-1,RRSP-REG
11330627,11330627-2,RRSP-REG
11330673,11330673-2,RRSP-REG
11331153,11331153-1,RRSP-REG
11332027,11332027-1,RRSP-REG
11332177,11332177-1,RRSP-REG
11332408,11332408-1,RRSP-REG
11332916,11332916-1,RRSP-REG
11333052,11333052-1,RRSP-REG
11333143,11333143-1,RRSP-REG
11333290,11333290-2,RRSP-REG
11333494,11333494-1,RRSP-REG
11334450,11334450-1,RRSP-REG
1133478,1133478-1,RRSP-REG
11334814,11334814-2,RRSP-REG
11335,11335-2,RRSP-REG
11335012,11335012-1,RRSP-REG
11335401,11335401-2,RRSP-REG
11335541,11335541-1,RRSP-REG
11335695,11335695-1,RRSP-REG
11335885,11335885-2,RRSP-REG
11336031,11336031-1,RRSP-REG
11336401,11336401-1,RRSP-REG
11336541,11336541-1,RRSP-REG
11336642,11336642-1,RRSP-REG
11336764,11336764-1,RRSP-REG
11336920,11336920-1,RRSP-REG
11336923,11336923-1,RRSP-REG
11337063,11337063-1,RRSP-REG
11337273,11337273-1,RRSP-REG
11337422,11337422-1,RRSP-REG
11337437,11337437-2,RRSP-REG
11337474,11337474-1,RRSP-REG
11337478,11337478-1,RRSP-REG
11338000,11338000-1,RRSP-REG
11339214,11339214-2,RRSP-REG
11339334,11339334-1,RRSP-REG
11339799,11339799-1,RRSP-REG
1134010,1134010-1,RRSP-REG
11340167,11340167-1,RRSP-REG
11340800,11340800-2,RRSP-REG
1134113,1134113-1,RRSP-REG
11341553,11341553-1,RRSP-REG
11342143,11342143-1,RRSP-REG
11342469,11342469-3,RRSP-REG
11343120,11343120-1,RRSP-REG
11343246,11343246-1,RRSP-REG
11343361,11343361-2,RRSP-REG
11344447,11344447-1,RRSP-REG
11345687,11345687-2,RRSP-REG
11345717,11345717-1,RRSP-REG
11345754,11345754-1,RRSP-REG
11347147,11347147-1,RRSP-REG
11348062,11348062-2,RRSP-REG
11348236,11348236-2,RRSP-REG
11348364,11348364-1,RRSP-REG
11348400,11348400-2,RRSP-REG
1134881,1134881-1,RRSP-REG
11349171,11349171-1,RRSP-REG
11349278,11349278-2,RRSP-REG
11349606,11349606-1,RRSP-REG
11349874,11349874-1,RRSP-REG
11349889,11349889-1,RRSP-REG
11349928,11349928-1,RRSP-REG
11350433,11350433-2,RRSP-REG
11350745,11350745-1,RRSP-REG
11350775,11350775-2,RRSP-REG
11351087,11351087-1,RRSP-REG
11351129,11351129-1,RRSP-REG
11351205,11351205-1,RRSP-REG
11351388,11351388-1,RRSP-REG
11351465,11351465-1,RRSP-REG
11351478,11351478-2,RRSP-REG
11352015,11352015-2,RRSP-REG
11352045,11352045-1,RRSP-REG
11352205,11352205-1,RRSP-REG
11352659,11352659-2,RRSP-REG
11352696,11352696-1,RRSP-REG
11352702,11352702-1,RRSP-REG
11353272,11353272-1,RRSP-REG
11356111,11356111-1,RRSP-REG
11356729,11356729-1,RRSP-REG
11356753,11356753-1,RRSP-REG
11356848,11356848-2,RRSP-REG
11357091,11357091-2,RRSP-REG
11358077,11358077-1,RRSP-REG
11358610,11358610-2,RRSP-REG
11358917,11358917-2,RRSP-REG
11359459,11359459-1,RRSP-REG
1136022,1136022-2,RRSP-REG
11360311,11360311-1,RRSP-REG
11360955,11360955-2,RRSP-REG
11360985,11360985-1,RRSP-REG
11361302,11361302-2,RRSP-REG
11361343,11361343-1,RRSP-REG
11361428,11361428-1,RRSP-REG
113618,113618-1,RRSP-REG
11362015,11362015-1,RRSP-REG
11362071,11362071-2,RRSP-REG
11363567,11363567-1,RRSP-REG
11363698,11363698-2,RRSP-REG
11364162,11364162-1,RRSP-REG
11364425,11364425-1,RRSP-REG
11365138,11365138-1,RRSP-REG
11365247,11365247-1,RRSP-REG
11365487,11365487-1,RRSP-REG
11366040,11366040-1,RRSP-REG
11366579,11366579-1,RRSP-REG
11366623,11366623-1,RRSP-REG
11366788,11366788-1,RRSP-REG
11366895,11366895-1,RRSP-REG
11366916,11366916-2,RRSP-REG
11367622,11367622-1,RRSP-REG
11368303,11368303-2,RRSP-REG
11368996,11368996-1,RRSP-REG
11369311,11369311-2,RRSP-REG
11369646,11369646-1,RRSP-REG
11370396,11370396-1,RRSP-REG
11370879,11370879-2,RRSP-REG
11371274,11371274-1,RRSP-REG
11371604,11371604-1,RRSP-REG
1137215,1137215-1,RRSP-REG
1137219,1137219-1,RRSP-REG
11372622,11372622-2,RRSP-REG
11372883,11372883-2,RRSP-REG
11372918,11372918-1,RRSP-REG
11373458,11373458-1,RRSP-REG
11373558,11373558-1,RRSP-REG
11373658,11373658-1,RRSP-REG
11373759,11373759-1,RRSP-REG
1137460,1137460-1,RRSP-REG
11374932,11374932-1,RRSP-REG
11375699,11375699-2,RRSP-REG
11375982,11375982-2,RRSP-REG
11376737,11376737-1,RRSP-REG
11376811,11376811-1,RRSP-REG
11377411,11377411-2,RRSP-REG
11377490,11377490-2,RRSP-REG
11378042,11378042-1,RRSP-REG
11378113,11378113-1,RRSP-REG
11378209,11378209-1,RRSP-REG
113785,113785-1,RRSP-REG
1137850,1137850-1,RRSP-REG
11378634,11378634-1,RRSP-REG
11379333,11379333-1,RRSP-REG
11379915,11379915-1,RRSP-REG
1138013,1138013-1,RRSP-REG
11380633,11380633-2,RRSP-REG
1138119,1138119-1,RRSP-REG
11381505,11381505-2,RRSP-REG
1138168,1138168-1,RRSP-REG
11381876,11381876-2,RRSP-REG
1138242,1138242-1,RRSP-REG
11382436,11382436-1,RRSP-REG
113827,113827-1,RRSP-REG
1138397,893525-1,RRSP-REG
1138572,11116961-1,RRSP-REG
11387932,1059323-1,RRSP-REG
1138865,1176066-1,RRSP-REG
11390132,1176066-1,RRSP-REG
1139072,11138390-1,RRSP-REG
1139687,1010243-1,RRSP-REG
1140225,573366-1,RRSP-REG
11402575,573366-1,RRSP-REG
11402579,934820-1,RRSP-REG
11403779,640230-2,RRSP-REG
11405653,640230-2,RRSP-REG
11383451,640230-2,RRSP-REG
11383805,1067099-1,RRSP-REG
11385328,976783-1,RRSP-REG
11386525,285984-2,RRSP-REG
11386896,285984-2,RRSP-REG
11387029,285984-2,RRSP-REG
1138797,1004843-1,RRSP-REG
11388465,1004843-1,RRSP-REG
11388854,1004843-1,RRSP-REG
11388857,1008062-3,RRSP-REG
1138931,1008252-1,RRSP-REG
11389758,1008741-1,RRSP-REG
1139033,1009122-1,RRSP-REG
11391266,1009122-1,RRSP-REG
11391377,1009122-1,RRSP-REG
11392009,1009122-1,RRSP-REG
11392673,1009122-1,RRSP-REG
11392702,1009420-1,RRSP-REG
11392877,1009906-1,RRSP-REG
11393024,1009906-1,RRSP-REG
11393678,1010053-1,RRSP-REG
11393917,1010236-1,RRSP-REG
11396078,1010236-1,RRSP-REG
11396146,1010236-1,RRSP-REG
11397285,1010432-1,RRSP-REG
1139739,1010432-1,RRSP-REG
1139780,1010514-1,RRSP-REG
11398188,1010514-1,RRSP-REG
11399355,1010704-1,RRSP-REG
11399416,1010732-1,RRSP-REG
11400420,1010732-1,RRSP-REG
11401392,1011222-1,RRSP-REG
11403803,1012956-1,RRSP-REG
11404210,1013402-1,RRSP-REG
11404516,1015022-1,RRSP-REG
11404661,1015022-1,RRSP-REG
1140468,1017266-1,RRSP-REG
1140617,1018236-1,RRSP-REG
1140692,1019172-3,RRSP-REG
11407289,1019172-3,RRSP-REG
1140734,1019195-1,RRSP-REG
11407824,1019236-2,RRSP-REG
11407850,1019236-2,RRSP-REG
1140797,1019236-2,RRSP-REG
11408024,1019236-2,RRSP-REG
11408164,1019236-2,RRSP-REG
11408427,1019268-1,RRSP-REG
11408460,1019268-1,RRSP-REG
11409074,1019268-1,RRSP-REG
11409127,1020034-1,RRSP-REG
11409168,1020034-1,RRSP-REG
11409397,1023958-1,RRSP-REG
1140964,1023958-1,RRSP-REG
1140980,1024094-1,RRSP-REG
11409836,1026185-1,RRSP-REG
1140993,1026199-1,RRSP-REG
11409994,1026721-2,RRSP-REG
1141113,1026721-2,RRSP-REG
11411166,1026731-1,RRSP-REG
11411243,1026984-1,RRSP-REG
1141182,1027754-1,RRSP-REG
11412062,1027817-1,RRSP-REG
1141219,1027817-1,RRSP-REG
1141280,1027817-1,RRSP-REG
1141304,1027817-1,RRSP-REG
1141318,1027817-1,RRSP-REG
11413343,1027817-1,RRSP-REG
1141434,1027846-1,RRSP-REG
11415387,1028313-1,RRSP-REG
1141584,1028313-1,RRSP-REG
1141616,1028313-1,RRSP-REG
1141627,1028313-1,RRSP-REG
11417294,1028547-1,RRSP-REG
11417584,1028629-1,RRSP-REG
1141772,1028991-1,RRSP-REG
11417978,1030044-2,RRSP-REG
1141831,1030101-1,RRSP-REG
11418571,1030146-3,RRSP-REG
11420021,1030199-1,RRSP-REG
1142111,1030199-1,RRSP-REG
1142401,1031058-1,RRSP-REG
1142593,1031792-1,RRSP-REG
1142623,1031792-1,RRSP-REG
1142631,1031792-1,RRSP-REG
1142728,1032074-1,RRSP-REG
1142771,1032538-1,RRSP-REG
11429604,1033098-1,RRSP-REG
1142974,1033321-1,RRSP-REG
11430020,1034212-3,RRSP-REG
1143021,1034818-1,RRSP-REG
11430572,1036150-1,RRSP-REG
11430589,1036538-1,RRSP-REG
11430674,1037152-1,RRSP-REG
11430866,1037482-1,RRSP-REG
1143167,1037482-1,RRSP-REG
11431791,1038492-1,RRSP-REG
11432087,1038988-2,RRSP-REG
11432416,1040917-1,RRSP-REG
1143269,1040917-1,RRSP-REG
11432725,1040917-1,RRSP-REG
11432937,1044379-1,RRSP-REG
11433373,1044379-2,RRSP-REG
11433476,104571-2,RRSP-REG
11434433,1047880-1,RRSP-REG
11434456,1048381-1,RRSP-REG
11434842,1048381-1,RRSP-REG
11435497,1048457-2,RRSP-REG
11436494,1049438-3,RRSP-REG
11436639,1049438-3,RRSP-REG
11436868,1049438-3,RRSP-REG
1143726,1049438-3,RRSP-REG
11437586,1049651-1,RRSP-REG
11437701,1049651-1,RRSP-REG
11437870,1050589-1,RRSP-REG
11438312,1051949-1,RRSP-REG
11438527,1052177-1,RRSP-REG
11438538,1052177-1,RRSP-REG
11439403,1052417-2,RRSP-REG
11440958,1052418-1,RRSP-REG
11441288,1052418-1,RRSP-REG
11442781,1052596-1,RRSP-REG
11443048,1052596-1,RRSP-REG
11443500,1052612-1,RRSP-REG
11443996,1053511-2,RRSP-REG
11444976,1053511-2,RRSP-REG
11445610,1054021-1,RRSP-REG
11447754,1054469-2,RRSP-REG
11448252,1054469-2,RRSP-REG
11449013,1054469-2,RRSP-REG
11449531,1054493-1,RRSP-REG
1145000,1054493-1,RRSP-REG
1145008,1054545-1,RRSP-REG
11450284,1054886-1,RRSP-REG
11450656,1054886-1,RRSP-REG
11450663,1054886-1,RRSP-REG
11450930,1055914-1,RRSP-REG
11451211,1056397-1,RRSP-REG
11451213,1056397-1,RRSP-REG
1145129,1056445-1,RRSP-REG
11451606,1056445-1,RRSP-REG
11451860,1056445-1,RRSP-REG
11452465,1056472-2,RRSP-REG
11452851,1056472-2,RRSP-REG
1145291,1056472-1,RRSP-REG
1145305,1056899-1,RRSP-REG
11453054,1056899-1,RRSP-REG
11453082,1057441-1,RRSP-REG
11453282,1057777-1,RRSP-REG
1145336,1057777-1,RRSP-REG
11453659,1057777-1,RRSP-REG
11453684,1058264-1,RRSP-REG
11454079,1058494-1,RRSP-REG
1145463,1058553-1,RRSP-REG
1145486,1059309-1,RRSP-REG
11455205,1059309-1,RRSP-REG
11455236,1059759-1,RRSP-REG
11455778,1059759-1,RRSP-REG
11456131,1059759-1,RRSP-REG
11456257,1059891-1,RRSP-REG
1145647,1059891-1,RRSP-REG
11456658,1060482-1,RRSP-REG
11456749,1060482-1,RRSP-REG
11456781,1060482-1,RRSP-REG
11457486,1060482-1,RRSP-REG
11457859,1060482-1,RRSP-REG
11458459,1061136-1,RRSP-REG
11458544,1061664-3,RRSP-REG
114595,1061664-3,RRSP-REG
11459557,1061664-3,RRSP-REG
11459735,1061727-1,RRSP-REG
11461777,1062407-1,RRSP-REG
11461796,1063730-1,RRSP-REG
11462078,1063730-1,RRSP-REG
11463244,1065146-2,RRSP-REG
11464246,1065146-2,RRSP-REG
11464313,1065308-2,RRSP-REG
11464393,1065881-1,RRSP-REG
11464596,1065881-1,RRSP-REG
1146545,1067932-1,RRSP-REG
1146566,1068005-1,RRSP-REG
11466157,106870-1,RRSP-REG
1146669,106870-1,RRSP-REG
11467933,1068875-2,RRSP-REG
1146807,1068875-2,RRSP-REG
11469061,1068984-1,RRSP-REG
